,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,Hour,Time
519,2013,2,12,1455,1500,-5,1757,1742,15,DL,2347,N686DA,LGA,ATL,135,762,15,0,2/12/13 15:00,15,A
520,2013,2,12,1541,1545,-4,1820,1815,5,DL,1942,N357NB,EWR,ATL,137,746,15,45,2/12/13 15:00,15,A
521,2013,2,12,1545,1548,-3,1833,1830,3,DL,95,N391DA,JFK,ATL,136,760,15,48,2/12/13 15:00,15,A
565,2013,2,13,1459,1500,-1,1746,1742,4,DL,2347,N668DN,LGA,ATL,135,762,15,0,2/13/13 15:00,15,A
566,2013,2,13,1539,1545,-6,1830,1815,15,DL,1942,N316NB,EWR,ATL,131,746,15,45,2/13/13 15:00,15,A
567,2013,2,13,1548,1548,0,1837,1830,7,DL,95,N3754A,JFK,ATL,133,760,15,48,2/13/13 15:00,15,A
614,2013,2,14,1458,1500,-2,1755,1742,13,DL,2347,N613DL,LGA,ATL,122,762,15,0,2/14/13 15:00,15,A
615,2013,2,14,1542,1545,-3,1809,1815,-6,DL,1942,N338NB,EWR,ATL,127,746,15,45,2/14/13 15:00,15,A
616,2013,2,14,1550,1548,2,1839,1830,9,DL,95,N386DA,JFK,ATL,118,760,15,48,2/14/13 15:00,15,A
662,2013,2,15,1456,1500,-4,1753,1742,11,DL,2347,N609DL,LGA,ATL,127,762,15,0,2/15/13 15:00,15,A
663,2013,2,15,1541,1545,-4,1804,1815,-11,DL,1942,N339NB,EWR,ATL,123,746,15,45,2/15/13 15:00,15,A
664,2013,2,15,1544,1548,-4,1814,1830,-16,DL,95,N3773D,JFK,ATL,127,760,15,48,2/15/13 15:00,15,A
704,2013,2,16,1457,1500,-3,1727,1742,-15,DL,2347,N907DE,LGA,ATL,118,762,15,0,2/16/13 15:00,15,A
706,2013,2,16,1607,1548,19,1833,1829,4,DL,95,N3763D,JFK,ATL,126,760,15,48,2/16/13 15:00,15,A
739,2013,2,17,1457,1500,-3,1710,1742,-32,DL,2347,N667DN,LGA,ATL,104,762,15,0,2/17/13 15:00,15,A
740,2013,2,17,1550,1548,2,1809,1830,-21,DL,95,N379DA,JFK,ATL,105,760,15,48,2/17/13 15:00,15,A
781,2013,2,18,1523,1500,23,1745,1742,3,DL,2347,N667DN,LGA,ATL,113,762,15,0,2/18/13 15:00,15,A
782,2013,2,18,1540,1548,-8,1803,1830,-27,DL,95,N3772H,JFK,ATL,119,760,15,48,2/18/13 15:00,15,A
783,2013,2,18,1543,1545,-2,1801,1815,-14,DL,1942,N369NB,EWR,ATL,115,746,15,45,2/18/13 15:00,15,A
831,2013,2,19,1457,1500,-3,1725,1742,-17,DL,2347,N667DN,LGA,ATL,118,762,15,0,2/19/13 15:00,15,A
832,2013,2,19,1550,1545,5,1811,1815,-4,DL,1942,N346NB,EWR,ATL,119,746,15,45,2/19/13 15:00,15,A
834,2013,2,19,1607,1548,19,1904,1830,34,DL,95,N645DL,JFK,ATL,118,760,15,48,2/19/13 15:00,15,A
879,2013,2,20,1459,1500,-1,1730,1742,-12,DL,2347,N666DN,LGA,ATL,114,762,15,0,2/20/13 15:00,15,A
880,2013,2,20,1540,1545,-5,1804,1815,-11,DL,1942,N339NB,EWR,ATL,115,746,15,45,2/20/13 15:00,15,A
881,2013,2,20,1545,1548,-3,1829,1830,-1,DL,95,N3763D,JFK,ATL,118,760,15,48,2/20/13 15:00,15,A
927,2013,2,21,1458,1500,-2,1735,1742,-7,DL,2347,N666DN,LGA,ATL,116,762,15,0,2/21/13 15:00,15,A
929,2013,2,21,1543,1548,-5,1803,1830,-27,DL,95,N3762Y,JFK,ATL,118,760,15,48,2/21/13 15:00,15,A
930,2013,2,21,1555,1545,10,1822,1815,7,DL,1942,N302NB,EWR,ATL,130,746,15,45,2/21/13 15:00,15,A
977,2013,2,22,1503,1500,3,1750,1742,8,DL,2347,N680DA,LGA,ATL,133,762,15,0,2/22/13 15:00,15,A
978,2013,2,22,1539,1545,-6,1825,1815,10,DL,1942,N368NB,EWR,ATL,136,746,15,45,2/22/13 15:00,15,A
979,2013,2,22,1550,1548,2,1840,1830,10,DL,95,N3754A,JFK,ATL,133,760,15,48,2/22/13 15:00,15,A
1018,2013,2,23,1457,1500,-3,1744,1742,2,DL,2347,N969DL,LGA,ATL,130,762,15,0,2/23/13 15:00,15,A
1029,2013,2,23,2011,1548,263,2318,1829,289,DL,95,N3771K,JFK,ATL,130,760,15,48,2/23/13 15:00,15,A
1054,2013,2,24,1458,1500,-2,1713,1742,-29,DL,2347,N680DA,LGA,ATL,113,762,15,0,2/24/13 15:00,15,A
1055,2013,2,24,1547,1548,-1,1827,1830,-3,DL,95,N3764D,JFK,ATL,113,760,15,48,2/24/13 15:00,15,A
1058,2013,2,24,1600,1545,15,1800,1815,-15,DL,1942,N324NB,EWR,ATL,95,746,15,45,2/24/13 15:00,15,A
1103,2013,2,25,1452,1500,-8,1736,1742,-6,DL,2347,N664DN,LGA,ATL,119,762,15,0,2/25/13 15:00,15,A
1104,2013,2,25,1541,1545,-4,1815,1815,0,DL,1942,N344NW,EWR,ATL,135,746,15,45,2/25/13 15:00,15,A
1105,2013,2,25,1545,1548,-3,1802,1830,-28,DL,95,N37700,JFK,ATL,118,760,15,48,2/25/13 15:00,15,A
1152,2013,2,26,1457,1500,-3,1736,1742,-6,DL,2347,N664DN,LGA,ATL,115,762,15,0,2/26/13 15:00,15,A
1153,2013,2,26,1541,1545,-4,1813,1815,-2,DL,1942,N341NB,EWR,ATL,124,746,15,45,2/26/13 15:00,15,A
1155,2013,2,26,1558,1548,10,1847,1830,17,DL,95,N690DL,JFK,ATL,121,760,15,48,2/26/13 15:00,15,A
1200,2013,2,27,1512,1500,12,1746,1742,4,DL,2347,N664DN,LGA,ATL,124,762,15,0,2/27/13 15:00,15,A
1201,2013,2,27,1546,1545,1,1801,1815,-14,DL,1942,N357NB,EWR,ATL,115,746,15,45,2/27/13 15:00,15,A
1205,2013,2,27,1653,1548,65,1907,1830,37,DL,95,N393DA,JFK,ATL,117,760,15,48,2/27/13 15:00,15,A
1249,2013,2,28,1459,1500,-1,1747,1742,5,DL,2347,N6708D,LGA,ATL,112,762,15,0,2/28/13 15:00,15,A
1251,2013,2,28,1539,1545,-6,1803,1815,-12,DL,1942,N368NB,EWR,ATL,113,746,15,45,2/28/13 15:00,15,A
1252,2013,2,28,1544,1548,-4,1808,1830,-22,DL,95,N3766,JFK,ATL,112,760,15,48,2/28/13 15:00,15,A
35,2013,2,1,1555,1600,-5,1830,1834,-4,FL,620,N919AT,LGA,ATL,118,762,16,0,2/1/13 16:00,16,A
36,2013,2,1,1555,1600,-5,1834,1840,-6,DL,847,N646DL,LGA,ATL,114,762,16,0,2/1/13 16:00,16,A
38,2013,2,1,1618,1625,-7,1855,1855,0,MQ,4661,N500MQ,LGA,ATL,115,762,16,25,2/1/13 16:00,16,A
39,2013,2,1,1637,1635,2,1909,1907,2,EV,4705,N12563,EWR,ATL,120,746,16,35,2/1/13 16:00,16,A
76,2013,2,2,1553,1600,-7,1815,1834,-19,FL,620,N965AT,LGA,ATL,115,762,16,0,2/2/13 16:00,16,A
110,2013,2,3,1600,1600,0,1827,1834,-7,FL,620,N979AT,LGA,ATL,111,762,16,0,2/3/13 16:00,16,A
111,2013,2,3,1610,1600,10,1832,1840,-8,DL,847,N610DL,LGA,ATL,107,762,16,0,2/3/13 16:00,16,A
112,2013,2,3,1616,1625,-9,1851,1855,-4,MQ,4661,N501MQ,LGA,ATL,109,762,16,25,2/3/13 16:00,16,A
113,2013,2,3,1650,1653,-3,1905,1925,-20,EV,4705,N14543,EWR,ATL,114,746,16,53,2/3/13 16:00,16,A
158,2013,2,4,1554,1600,-6,1831,1834,-3,FL,620,N951AT,LGA,ATL,127,762,16,0,2/4/13 16:00,16,A
159,2013,2,4,1557,1600,-3,1836,1840,-4,DL,847,N652DL,LGA,ATL,124,762,16,0,2/4/13 16:00,16,A
161,2013,2,4,1625,1625,0,NA,1855,NA,MQ,4661,N510MQ,LGA,ATL,NA,762,16,25,2/4/13 16:00,16,A
163,2013,2,4,1642,1635,7,1927,1907,20,EV,4705,N15572,EWR,ATL,134,746,16,35,2/4/13 16:00,16,A
207,2013,2,5,1611,1600,11,1919,1840,39,DL,847,N641DL,LGA,ATL,118,762,16,0,2/5/13 16:00,16,A
208,2013,2,5,1614,1600,14,1842,1834,8,FL,620,N925AT,LGA,ATL,123,762,16,0,2/5/13 16:00,16,A
209,2013,2,5,1616,1625,-9,1856,1855,1,MQ,4661,N510MQ,LGA,ATL,115,762,16,25,2/5/13 16:00,16,A
213,2013,2,5,1820,1635,105,2051,1907,104,EV,4705,N16999,EWR,ATL,121,746,16,35,2/5/13 16:00,16,A
254,2013,2,6,1610,1600,10,1847,1834,13,FL,620,N988AT,LGA,ATL,111,762,16,0,2/6/13 16:00,16,A
255,2013,2,6,1611,1600,11,1855,1840,15,DL,847,N675DL,LGA,ATL,113,762,16,0,2/6/13 16:00,16,A
256,2013,2,6,1640,1635,5,1900,1907,-7,EV,4705,N11547,EWR,ATL,115,746,16,35,2/6/13 16:00,16,A
257,2013,2,6,1659,1625,34,1939,1855,44,MQ,4661,N522MQ,LGA,ATL,115,762,16,25,2/6/13 16:00,16,A
302,2013,2,7,1557,1600,-3,1851,1840,11,DL,847,N645DL,LGA,ATL,130,762,16,0,2/7/13 16:00,16,A
303,2013,2,7,1615,1600,15,1902,1834,28,FL,620,N924AT,LGA,ATL,128,762,16,0,2/7/13 16:00,16,A
304,2013,2,7,1651,1625,26,1937,1855,42,MQ,4661,N516MQ,LGA,ATL,121,762,16,25,2/7/13 16:00,16,A
310,2013,2,7,1846,1635,131,2152,1907,165,EV,4705,N18557,EWR,ATL,129,746,16,35,2/7/13 16:00,16,A
339,2013,2,8,NA,1635,NA,NA,1907,NA,EV,4705,N14568,EWR,ATL,NA,746,16,35,2/8/13 16:00,16,A
343,2013,2,8,NA,1600,NA,NA,1834,NA,FL,620,N892AT,LGA,ATL,NA,762,16,0,2/8/13 16:00,16,A
352,2013,2,8,NA,1600,NA,NA,1840,NA,DL,847,N690DL,LGA,ATL,NA,762,16,0,2/8/13 16:00,16,A
362,2013,2,8,NA,1625,NA,NA,1855,NA,MQ,4661,N531MQ,LGA,ATL,NA,762,16,25,2/8/13 16:00,16,A
370,2013,2,9,1623,1600,23,1851,1834,17,FL,620,N959AT,LGA,ATL,131,762,16,0,2/9/13 16:00,16,A
425,2013,2,10,1609,1600,9,1840,1834,6,FL,620,N994AT,LGA,ATL,125,762,16,0,2/10/13 16:00,16,A
426,2013,2,10,1628,1600,28,1903,1840,23,DL,847,N671DN,LGA,ATL,127,762,16,0,2/10/13 16:00,16,A
428,2013,2,10,1719,1653,26,2013,1925,48,EV,4705,N19966,EWR,ATL,147,746,16,53,2/10/13 16:00,16,A
439,2013,2,10,NA,1625,NA,NA,1855,NA,MQ,4661,N537MQ,LGA,ATL,NA,762,16,25,2/10/13 16:00,16,A
472,2013,2,11,1557,1600,-3,1831,1840,-9,DL,847,N633DL,LGA,ATL,127,762,16,0,2/11/13 16:00,16,A
474,2013,2,11,1643,1625,18,1925,1855,30,MQ,4661,N512MQ,LGA,ATL,131,762,16,25,2/11/13 16:00,16,A
487,2013,2,11,NA,1635,NA,NA,1907,NA,EV,4705,N11547,EWR,ATL,NA,746,16,35,2/11/13 16:00,16,A
488,2013,2,11,NA,1600,NA,NA,1834,NA,FL,620,N992AT,LGA,ATL,NA,762,16,0,2/11/13 16:00,16,A
522,2013,2,12,1552,1600,-8,1836,1834,2,FL,620,N966AT,LGA,ATL,136,762,16,0,2/12/13 16:00,16,A
523,2013,2,12,1554,1600,-6,1846,1840,6,DL,847,N661DN,LGA,ATL,141,762,16,0,2/12/13 16:00,16,A
524,2013,2,12,1620,1625,-5,1912,1855,17,MQ,4661,N531MQ,LGA,ATL,139,762,16,25,2/12/13 16:00,16,A
526,2013,2,12,1719,1635,44,2021,1907,74,EV,4705,N19554,EWR,ATL,144,746,16,35,2/12/13 16:00,16,A
568,2013,2,13,1555,1600,-5,1833,1834,-1,FL,620,N995AT,LGA,ATL,138,762,16,0,2/13/13 16:00,16,A
569,2013,2,13,1559,1600,-1,1853,1840,13,DL,847,N633DL,LGA,ATL,132,762,16,0,2/13/13 16:00,16,A
570,2013,2,13,1620,1625,-5,1909,1855,14,MQ,4661,N513MQ,LGA,ATL,135,762,16,25,2/13/13 16:00,16,A
571,2013,2,13,1629,1635,-6,1910,1907,3,EV,4705,N15986,EWR,ATL,136,746,16,35,2/13/13 16:00,16,A
617,2013,2,14,1558,1600,-2,1850,1840,10,DL,847,N67171,LGA,ATL,125,762,16,0,2/14/13 16:00,16,A
618,2013,2,14,1610,1600,10,1848,1833,15,FL,620,N906AT,LGA,ATL,124,762,16,0,2/14/13 16:00,16,A
619,2013,2,14,1618,1625,-7,1905,1855,10,MQ,4661,N509MQ,LGA,ATL,123,762,16,25,2/14/13 16:00,16,A
620,2013,2,14,1640,1640,0,1932,1913,19,UA,1268,N13718,EWR,ATL,128,746,16,40,2/14/13 16:00,16,A
665,2013,2,15,1555,1600,-5,1825,1840,-15,DL,847,N636DL,LGA,ATL,123,762,16,0,2/15/13 16:00,16,A
666,2013,2,15,1611,1600,11,1851,1833,18,FL,620,N970AT,LGA,ATL,136,762,16,0,2/15/13 16:00,16,A
667,2013,2,15,1614,1625,-11,1857,1855,2,MQ,4661,N526MQ,LGA,ATL,123,762,16,25,2/15/13 16:00,16,A
668,2013,2,15,1638,1640,-2,1915,1913,2,UA,1268,N37274,EWR,ATL,125,746,16,40,2/15/13 16:00,16,A
705,2013,2,16,1606,1600,6,1831,1833,-2,FL,620,N961AT,LGA,ATL,118,762,16,0,2/16/13 16:00,16,A
707,2013,2,16,1639,1640,-1,1859,1912,-13,EV,4178,N11548,EWR,ATL,120,746,16,40,2/16/13 16:00,16,A
741,2013,2,17,1610,1600,10,1829,1833,-4,FL,620,N966AT,LGA,ATL,107,762,16,0,2/17/13 16:00,16,A
742,2013,2,17,1624,1625,-1,1848,1855,-7,MQ,4661,N514MQ,LGA,ATL,104,762,16,25,2/17/13 16:00,16,A
743,2013,2,17,1654,1654,0,1900,1930,-30,UA,1268,N16713,EWR,ATL,101,746,16,54,2/17/13 16:00,16,A
784,2013,2,18,1558,1600,-2,1829,1840,-11,DL,847,N616DL,LGA,ATL,117,762,16,0,2/18/13 16:00,16,A
785,2013,2,18,1559,1600,-1,1819,1833,-14,FL,620,N979AT,LGA,ATL,114,762,16,0,2/18/13 16:00,16,A
786,2013,2,18,1638,1640,-2,1900,1913,-13,UA,1268,N15712,EWR,ATL,114,746,16,40,2/18/13 16:00,16,A
787,2013,2,18,1704,1625,39,1929,1855,34,MQ,4661,N539MQ,LGA,ATL,116,762,16,25,2/18/13 16:00,16,A
833,2013,2,19,1555,1600,-5,1847,1840,7,DL,847,N650DL,LGA,ATL,118,762,16,0,2/19/13 16:00,16,A
835,2013,2,19,1619,1625,-6,1849,1855,-6,MQ,4661,N507MQ,LGA,ATL,124,762,16,25,2/19/13 16:00,16,A
836,2013,2,19,1622,1600,22,1859,1833,26,FL,620,N956AT,LGA,ATL,128,762,16,0,2/19/13 16:00,16,A
837,2013,2,19,1638,1640,-2,1905,1913,-8,UA,1268,N15712,EWR,ATL,110,746,16,40,2/19/13 16:00,16,A
882,2013,2,20,1602,1600,2,1842,1840,2,DL,847,N686DA,LGA,ATL,112,762,16,0,2/20/13 16:00,16,A
883,2013,2,20,1616,1600,16,1840,1833,7,FL,620,N603AT,LGA,ATL,117,762,16,0,2/20/13 16:00,16,A
884,2013,2,20,1619,1625,-6,1839,1855,-16,MQ,4661,N539MQ,LGA,ATL,112,762,16,25,2/20/13 16:00,16,A
885,2013,2,20,1639,1640,-1,1902,1913,-11,UA,1268,N27733,EWR,ATL,117,746,16,40,2/20/13 16:00,16,A
931,2013,2,21,1558,1600,-2,1829,1840,-11,DL,847,N679DA,LGA,ATL,114,762,16,0,2/21/13 16:00,16,A
932,2013,2,21,1615,1600,15,1832,1833,-1,FL,620,N906AT,LGA,ATL,111,762,16,0,2/21/13 16:00,16,A
933,2013,2,21,1626,1625,1,1849,1855,-6,MQ,4661,N501MQ,LGA,ATL,117,762,16,25,2/21/13 16:00,16,A
934,2013,2,21,1633,1640,-7,1915,1913,2,UA,1669,N13750,EWR,ATL,122,746,16,40,2/21/13 16:00,16,A
980,2013,2,22,1556,1600,-4,1833,1833,0,FL,620,N922AT,LGA,ATL,133,762,16,0,2/22/13 16:00,16,A
981,2013,2,22,1558,1600,-2,1845,1840,5,DL,847,N679DA,LGA,ATL,134,762,16,0,2/22/13 16:00,16,A
982,2013,2,22,1622,1625,-3,1859,1855,4,MQ,4661,N543MQ,LGA,ATL,131,762,16,25,2/22/13 16:00,16,A
983,2013,2,22,1639,1640,-1,1934,1913,21,UA,1669,N38268,EWR,ATL,131,746,16,40,2/22/13 16:00,16,A
1019,2013,2,23,1556,1600,-4,1832,1833,-1,FL,620,N938AT,LGA,ATL,137,762,16,0,2/23/13 16:00,16,A
1021,2013,2,23,1712,1640,32,2020,1912,68,EV,4178,N15980,EWR,ATL,161,746,16,40,2/23/13 16:00,16,A
1056,2013,2,24,1554,1600,-6,1811,1833,-22,FL,620,N947AT,LGA,ATL,115,762,16,0,2/24/13 16:00,16,A
1057,2013,2,24,1555,1600,-5,1822,1840,-18,DL,847,N664DN,LGA,ATL,114,762,16,0,2/24/13 16:00,16,A
1059,2013,2,24,1615,1625,-10,1835,1855,-20,MQ,4661,N9EAMQ,LGA,ATL,115,762,16,25,2/24/13 16:00,16,A
1060,2013,2,24,1647,1648,-1,1904,1924,-20,UA,1587,N17719,EWR,ATL,114,746,16,48,2/24/13 16:00,16,A
1106,2013,2,25,1551,1600,-9,1830,1833,-3,FL,620,N979AT,LGA,ATL,129,762,16,0,2/25/13 16:00,16,A
1107,2013,2,25,1554,1600,-6,1851,1840,11,DL,847,N662DN,LGA,ATL,132,762,16,0,2/25/13 16:00,16,A
1109,2013,2,25,1617,1625,-8,1901,1855,6,MQ,4661,N504MQ,LGA,ATL,128,762,16,25,2/25/13 16:00,16,A
1110,2013,2,25,1640,1640,0,1916,1913,3,UA,1669,N13750,EWR,ATL,126,746,16,40,2/25/13 16:00,16,A
1154,2013,2,26,1555,1600,-5,1833,1840,-7,DL,847,N680DA,LGA,ATL,124,762,16,0,2/26/13 16:00,16,A
1156,2013,2,26,1600,1600,0,1828,1833,-5,FL,620,N964AT,LGA,ATL,126,762,16,0,2/26/13 16:00,16,A
1158,2013,2,26,1617,1625,-8,1908,1855,13,MQ,4661,N8EGMQ,LGA,ATL,127,762,16,25,2/26/13 16:00,16,A
1159,2013,2,26,1641,1640,1,1907,1913,-6,UA,1669,N23708,EWR,ATL,123,746,16,40,2/26/13 16:00,16,A
1202,2013,2,27,1601,1600,1,1820,1833,-13,FL,620,N934AT,LGA,ATL,123,762,16,0,2/27/13 16:00,16,A
1203,2013,2,27,1624,1625,-1,1844,1855,-11,MQ,4661,N531MQ,LGA,ATL,122,762,16,25,2/27/13 16:00,16,A
1204,2013,2,27,1633,1640,-7,1852,1913,-21,UA,1669,N23708,EWR,ATL,120,746,16,40,2/27/13 16:00,16,A
1206,2013,2,27,1657,1600,57,1934,1840,54,DL,847,N610DL,LGA,ATL,120,762,16,0,2/27/13 16:00,16,A
1253,2013,2,28,1559,1600,-1,1827,1840,-13,DL,847,N674DL,LGA,ATL,115,762,16,0,2/28/13 16:00,16,A
1254,2013,2,28,1602,1600,2,1822,1833,-11,FL,620,N972AT,LGA,ATL,114,762,16,0,2/28/13 16:00,16,A
1255,2013,2,28,1619,1625,-6,1832,1855,-23,MQ,4661,N525MQ,LGA,ATL,114,762,16,25,2/28/13 16:00,16,A
1256,2013,2,28,1634,1640,-6,1852,1913,-21,UA,1669,N24715,EWR,ATL,110,746,16,40,2/28/13 16:00,16,A
40,2013,2,1,1653,1700,-7,1950,1943,7,DL,1499,N635DL,LGA,ATL,116,762,17,0,2/1/13 17:00,17,E
41,2013,2,1,1724,1730,-6,2005,2004,1,FL,623,N982AT,LGA,ATL,123,762,17,30,2/1/13 17:00,17,E
42,2013,2,1,1728,1700,28,1945,1935,10,DL,2042,N301DQ,EWR,ATL,114,746,17,0,2/1/13 17:00,17,E
77,2013,2,2,1659,1700,-1,1919,1933,-14,DL,1713,N344NW,EWR,ATL,115,746,17,0,2/2/13 17:00,17,E
78,2013,2,2,1710,1700,10,1924,1943,-19,DL,1499,N327NW,LGA,ATL,115,762,17,0,2/2/13 17:00,17,E
79,2013,2,2,1726,1730,-4,1949,2004,-15,FL,623,N922AT,LGA,ATL,122,762,17,30,2/2/13 17:00,17,E
114,2013,2,3,1653,1700,-7,1915,1943,-28,DL,1499,N613DL,LGA,ATL,109,762,17,0,2/3/13 17:00,17,E
115,2013,2,3,1659,1700,-1,1908,1935,-27,DL,2042,N305DQ,EWR,ATL,105,746,17,0,2/3/13 17:00,17,E
116,2013,2,3,1734,1730,4,1946,2004,-18,FL,623,N927AT,LGA,ATL,111,762,17,30,2/3/13 17:00,17,E
164,2013,2,4,1652,1700,-8,1929,1943,-14,DL,1499,N636DL,LGA,ATL,122,762,17,0,2/4/13 17:00,17,E
165,2013,2,4,1735,1730,5,2008,2004,4,FL,623,N337AT,LGA,ATL,125,762,17,30,2/4/13 17:00,17,E
166,2013,2,4,1737,1700,37,2010,1935,35,DL,2042,N375DA,EWR,ATL,121,746,17,0,2/4/13 17:00,17,E
210,2013,2,5,1659,1700,-1,1939,1943,-4,DL,1499,N6709,LGA,ATL,114,762,17,0,2/5/13 17:00,17,E
211,2013,2,5,1733,1700,33,1957,1935,22,DL,2042,N307DQ,EWR,ATL,115,746,17,0,2/5/13 17:00,17,E
217,2013,2,5,1859,1730,89,2145,2004,101,FL,623,N173AT,LGA,ATL,118,762,17,30,2/5/13 17:00,17,E
258,2013,2,6,1704,1700,4,1936,1935,1,DL,2042,N305DQ,EWR,ATL,114,746,17,0,2/6/13 17:00,17,E
259,2013,2,6,1742,1730,12,2034,2004,30,FL,623,N970AT,LGA,ATL,114,762,17,30,2/6/13 17:00,17,E
260,2013,2,6,1803,1700,63,2101,1943,78,DL,1499,N644DL,LGA,ATL,112,762,17,0,2/6/13 17:00,17,E
305,2013,2,7,1658,1700,-2,2003,1943,20,DL,1499,N6709,LGA,ATL,127,762,17,0,2/7/13 17:00,17,E
306,2013,2,7,1700,1700,0,1946,1935,11,DL,2042,N3732J,EWR,ATL,121,746,17,0,2/7/13 17:00,17,E
307,2013,2,7,1727,1730,-3,2023,2004,19,FL,623,N289AT,LGA,ATL,132,762,17,30,2/7/13 17:00,17,E
344,2013,2,8,NA,1730,NA,NA,2004,NA,FL,623,N995AT,LGA,ATL,NA,762,17,30,2/8/13 17:00,17,E
355,2013,2,8,NA,1700,NA,NA,1943,NA,DL,1499,N6710E,LGA,ATL,NA,762,17,0,2/8/13 17:00,17,E
357,2013,2,8,NA,1700,NA,NA,1935,NA,DL,2042,N301DQ,EWR,ATL,NA,746,17,0,2/8/13 17:00,17,E
371,2013,2,9,1656,1700,-4,1951,1943,8,DL,1499,N312US,LGA,ATL,119,762,17,0,2/9/13 17:00,17,E
372,2013,2,9,1720,1700,20,1947,1933,14,DL,1713,N338NW,EWR,ATL,123,746,17,0,2/9/13 17:00,17,E
373,2013,2,9,1728,1730,-2,1940,2004,-24,FL,623,N983AT,LGA,ATL,116,762,17,30,2/9/13 17:00,17,E
427,2013,2,10,1704,1700,4,1947,1943,4,DL,1499,N641DL,LGA,ATL,135,762,17,0,2/10/13 17:00,17,E
429,2013,2,10,1737,1700,37,2022,1935,47,DL,2042,N309DE,EWR,ATL,140,746,17,0,2/10/13 17:00,17,E
432,2013,2,10,1816,1730,46,2056,2004,52,FL,623,N991AT,LGA,ATL,137,762,17,30,2/10/13 17:00,17,E
477,2013,2,11,1738,1700,38,2025,1943,42,DL,1499,N685DA,LGA,ATL,129,762,17,0,2/11/13 17:00,17,E
478,2013,2,11,1738,1700,38,2042,1935,67,DL,2042,N304DQ,EWR,ATL,127,746,17,0,2/11/13 17:00,17,E
479,2013,2,11,1753,1730,23,2021,2004,17,FL,623,N344AT,LGA,ATL,130,762,17,30,2/11/13 17:00,17,E
525,2013,2,12,1659,1700,-1,1950,1943,7,DL,1499,N651DL,LGA,ATL,138,762,17,0,2/12/13 17:00,17,E
527,2013,2,12,1725,1700,25,2022,1935,47,DL,2042,N305DQ,EWR,ATL,153,746,17,0,2/12/13 17:00,17,E
528,2013,2,12,1729,1730,-1,2020,2004,16,FL,623,N169AT,LGA,ATL,142,762,17,30,2/12/13 17:00,17,E
572,2013,2,13,1657,1700,-3,1925,1935,-10,DL,2042,N309DE,EWR,ATL,127,746,17,0,2/13/13 17:00,17,E
573,2013,2,13,1700,1700,0,1948,1943,5,DL,1499,N6711M,LGA,ATL,129,762,17,0,2/13/13 17:00,17,E
574,2013,2,13,1724,1730,-6,2002,2004,-2,FL,623,N309AT,LGA,ATL,136,762,17,30,2/13/13 17:00,17,E
621,2013,2,14,1655,1700,-5,1942,1943,-1,DL,1499,N697DL,LGA,ATL,125,762,17,0,2/14/13 17:00,17,E
622,2013,2,14,1659,1700,-1,1933,1935,-2,DL,2042,N305DQ,EWR,ATL,128,746,17,0,2/14/13 17:00,17,E
623,2013,2,14,1725,1730,-5,2009,2003,6,FL,623,N959AT,LGA,ATL,128,762,17,30,2/14/13 17:00,17,E
669,2013,2,15,1656,1700,-4,1935,1943,-8,DL,1499,N666DN,LGA,ATL,122,762,17,0,2/15/13 17:00,17,E
670,2013,2,15,1657,1700,-3,1929,1935,-6,DL,2042,N310DE,EWR,ATL,122,746,17,0,2/15/13 17:00,17,E
671,2013,2,15,1727,1730,-3,2026,2003,23,FL,623,N926AT,LGA,ATL,133,762,17,30,2/15/13 17:00,17,E
672,2013,2,15,1755,1759,-4,2034,2042,-8,DL,1047,N661DN,LGA,ATL,126,762,17,59,2/15/13 17:00,17,E
708,2013,2,16,1656,1700,-4,1911,1943,-32,DL,1499,N368NW,LGA,ATL,114,762,17,0,2/16/13 17:00,17,E
709,2013,2,16,1713,1700,13,1932,1933,-1,DL,2042,N358NW,EWR,ATL,111,746,17,0,2/16/13 17:00,17,E
710,2013,2,16,1729,1730,-1,1945,2003,-18,FL,623,N958AT,LGA,ATL,115,762,17,30,2/16/13 17:00,17,E
744,2013,2,17,1656,1700,-4,1922,1943,-21,DL,1499,N627DL,LGA,ATL,104,762,17,0,2/17/13 17:00,17,E
745,2013,2,17,1709,1700,9,1916,1935,-19,DL,2042,N310DE,EWR,ATL,101,746,17,0,2/17/13 17:00,17,E
746,2013,2,17,1736,1730,6,1953,2003,-10,FL,623,N992AT,LGA,ATL,105,762,17,30,2/17/13 17:00,17,E
788,2013,2,18,1706,1700,6,1922,1935,-13,DL,2042,N303DQ,EWR,ATL,112,746,17,0,2/18/13 17:00,17,E
789,2013,2,18,1751,1730,21,2009,2003,6,FL,623,N938AT,LGA,ATL,116,762,17,30,2/18/13 17:00,17,E
790,2013,2,18,1804,1759,5,2033,2042,-9,DL,1047,N603DL,LGA,ATL,114,762,17,59,2/18/13 17:00,17,E
792,2013,2,18,1838,1700,98,2114,1943,91,DL,1499,N702TW,LGA,ATL,111,762,17,0,2/18/13 17:00,17,E
838,2013,2,19,1657,1700,-3,1926,1943,-17,DL,1499,N668DN,LGA,ATL,119,762,17,0,2/19/13 17:00,17,E
839,2013,2,19,1724,1704,20,1952,1939,13,DL,2042,N378NW,EWR,ATL,120,746,17,4,2/19/13 17:00,17,E
